District_clean,State_clean,fiscal_year,penta1,penta2,penta3,penta1_private,penta1_urban
VIRUDHUNAGAR,TAMIL NADU,2019-2020,21956.0,21956.0,21956.0,308.0,4429.0
VISHAKAPATNAM,ANDHRA PRADESH,2017-2018,63403.0,63403.0,63403.0,8143.0,17657.0
VISHAKAPATNAM,ANDHRA PRADESH,2018-2019,72004.0,72004.0,72004.0,12852.0,23183.0
VISHAKAPATNAM,ANDHRA PRADESH,2019-2020,63673.0,63673.0,63673.0,3775.0,15185.0
VIZIANAGARAM,ANDHRA PRADESH,2017-2018,33929.0,33929.0,33929.0,0.0,2912.0
VIZIANAGARAM,ANDHRA PRADESH,2018-2019,36882.0,36882.0,36882.0,0.0,5610.0
VIZIANAGARAM,ANDHRA PRADESH,2019-2020,35610.0,35610.0,35610.0,0.0,6394.0
WANAPARTHY,TELANGANA,2017-2018,9655.0,9439.0,9439.0,0.0,894.0
WANAPARTHY,TELANGANA,2018-2019,9745.0,9568.0,9568.0,0.0,1213.0
WANAPARTHY,TELANGANA,2019-2020,11680.0,11305.0,11305.0,2737.0,1160.0
WARANGAL RURAL,TELANGANA,2017-2018,9000.0,9000.0,9000.0,0.0,0.0
WARANGAL RURAL,TELANGANA,2018-2019,9161.0,9088.0,9088.0,0.0,0.0
WARANGAL RURAL,TELANGANA,2019-2020,11583.0,11583.0,11384.0,17.0,0.0
WARANGAL URBAN,TELANGANA,2017-2018,19087.0,18179.0,18179.0,0.0,11358.0
WARANGAL URBAN,TELANGANA,2018-2019,19771.0,18368.0,18368.0,0.0,11782.0
WARANGAL URBAN,TELANGANA,2019-2020,18462.0,17789.0,17789.0,0.0,11269.0
WARDHA,MAHARASHTRA,2017-2018,18561.0,18558.0,18558.0,1662.0,0.0
WARDHA,MAHARASHTRA,2018-2019,19158.0,18694.0,18694.0,1432.0,0.0
WARDHA,MAHARASHTRA,2019-2020,18571.0,18571.0,18507.0,1100.0,0.0
WASHIM,MAHARASHTRA,2017-2018,20100.0,19513.0,19496.0,0.0,0.0
WASHIM,MAHARASHTRA,2018-2019,19616.0,19157.0,19106.0,0.0,0.0
WASHIM,MAHARASHTRA,2019-2020,18864.0,18702.0,18702.0,0.0,547.0
WAYANAD,KERALA,2017-2018,17633.0,17315.0,16543.0,1635.0,0.0
WAYANAD,KERALA,2018-2019,14534.0,14282.0,13700.0,903.0,11.0
WAYANAD,KERALA,2019-2020,13770.0,13247.0,13048.0,685.0,14.0
WEST,DELHI,2017-2018,39301.0,39288.0,39288.0,688.0,34363.0
WEST,DELHI,2018-2019,41122.0,39066.0,39066.0,1179.0,36208.0
WEST,DELHI,2019-2020,42151.0,41502.0,41138.0,1640.0,36607.0
WEST,SIKKIM,2017-2018,1676.0,1665.0,1665.0,0.0,0.0
WEST,SIKKIM,2018-2019,1507.0,1507.0,1507.0,0.0,0.0
WEST,SIKKIM,2019-2020,1569.0,1566.0,1566.0,0.0,0.0
WEST CHAMPARAN,BIHAR,2017-2018,106217.0,101969.0,94795.0,0.0,16164.0
WEST CHAMPARAN,BIHAR,2018-2019,113997.0,113997.0,111548.0,0.0,17801.0
WEST CHAMPARAN,BIHAR,2019-2020,114253.0,114253.0,107885.0,0.0,19107.0
WEST GARO HILLS,MEGHALAYA,2017-2018,11749.0,11100.0,10385.0,655.0,333.0
WEST GARO HILLS,MEGHALAYA,2018-2019,11909.0,10722.0,9658.0,714.0,309.0
WEST GARO HILLS,MEGHALAYA,2019-2020,13200.0,12819.0,11746.0,668.0,373.0
WEST GODAVARI,ANDHRA PRADESH,2017-2018,54294.0,54294.0,54294.0,0.0,7033.0
WEST GODAVARI,ANDHRA PRADESH,2018-2019,55371.0,55371.0,55371.0,0.0,8747.0
WEST GODAVARI,ANDHRA PRADESH,2019-2020,52757.0,52757.0,52757.0,0.0,7853.0
WEST JAINTIA HILLS,MEGHALAYA,2017-2018,8954.0,8757.0,8490.0,254.0,465.0
WEST JAINTIA HILLS,MEGHALAYA,2018-2019,8814.0,8416.0,7922.0,199.0,416.0
WEST JAINTIA HILLS,MEGHALAYA,2019-2020,9236.0,8934.0,8698.0,167.0,425.0
WEST KAMENG,ARUNACHAL PRADESH,2017-2018,1137.0,1051.0,977.0,0.0,0.0
WEST KAMENG,ARUNACHAL PRADESH,2018-2019,1209.0,1209.0,1209.0,0.0,0.0
WEST KAMENG,ARUNACHAL PRADESH,2019-2020,1157.0,1102.0,1064.0,0.0,0.0
WEST KHASI HILLS,MEGHALAYA,2017-2018,10149.0,9654.0,9352.0,71.0,192.0
WEST KHASI HILLS,MEGHALAYA,2018-2019,9784.0,9300.0,8695.0,59.0,181.0
WEST KHASI HILLS,MEGHALAYA,2019-2020,11243.0,10621.0,10117.0,58.0,184.0
WEST SIANG,ARUNACHAL PRADESH,2017-2018,1331.0,1331.0,1260.0,0.0,0.0
WEST SIANG,ARUNACHAL PRADESH,2018-2019,1327.0,1270.0,1270.0,0.0,0.0
WEST SIANG,ARUNACHAL PRADESH,2019-2020,1544.0,1438.0,1395.0,0.0,0.0
WEST TRIPURA,TRIPURA,2017-2018,11495.0,10981.0,10632.0,111.0,1352.0
WEST TRIPURA,TRIPURA,2018-2019,11409.0,11252.0,10997.0,29.0,1280.0
WEST TRIPURA,TRIPURA,2019-2020,11347.0,10831.0,10738.0,81.0,1416.0
WOKHA,NAGALAND,2017-2018,1094.0,1039.0,1018.0,0.0,0.0
WOKHA,NAGALAND,2018-2019,977.0,977.0,970.0,0.0,0.0
WOKHA,NAGALAND,2019-2020,995.0,979.0,915.0,0.0,25.0
YADADRI BHONAGIRI,TELANGANA,2017-2018,12406.0,11967.0,11967.0,0.0,1648.0
YADADRI BHONAGIRI,TELANGANA,2018-2019,10988.0,10681.0,10681.0,0.0,1182.0
YADADRI BHONAGIRI,TELANGANA,2019-2020,12040.0,11648.0,11648.0,0.0,1576.0
YADGIR,KARNATAKA,2017-2018,31591.0,30857.0,30857.0,319.0,2784.0
YADGIR,KARNATAKA,2018-2019,33971.0,32484.0,32400.0,664.0,3884.0
YADGIR,KARNATAKA,2019-2020,36182.0,33823.0,33823.0,2561.0,6085.0
YAMUNANAGAR,HARYANA,2017-2018,22872.0,22577.0,22173.0,2344.0,7774.0
YAMUNANAGAR,HARYANA,2018-2019,24035.0,23431.0,23133.0,3161.0,8546.0
YAMUNANAGAR,HARYANA,2019-2020,23189.0,23138.0,23122.0,2356.0,7193.0
YANAM,PUDUCHERRY,2017-2018,634.0,600.0,600.0,0.0,23.0
YANAM,PUDUCHERRY,2018-2019,617.0,617.0,617.0,30.0,154.0
YANAM,PUDUCHERRY,2019-2020,663.0,663.0,619.0,11.0,105.0
YAVATMAL,MAHARASHTRA,2017-2018,43456.0,43456.0,43456.0,1485.0,2040.0
YAVATMAL,MAHARASHTRA,2018-2019,43997.0,43997.0,43997.0,2829.0,2047.0
YAVATMAL,MAHARASHTRA,2019-2020,44050.0,43449.0,43449.0,1480.0,4471.0
ZUNHEBOTO,NAGALAND,2017-2018,1121.0,1008.0,961.0,0.0,0.0
ZUNHEBOTO,NAGALAND,2018-2019,951.0,927.0,881.0,0.0,0.0
ZUNHEBOTO,NAGALAND,2019-2020,1091.0,1080.0,1047.0,0.0,0.0
